Gene ID	Associated Gene Name	Chromosome/scaffold name	Gene Start (bp)	Gene End (bp)	Strand
ENSMUSG00000095539	Gm25287	10	100144254	100144363	1
ENSMUSG00000084484	Gm23788	7	123942104	123942209	-1
ENSMUSG00000088852	Gm24731	12	45109007	45109137	1
ENSMUSG00000089130	Gm24770	14	96945019	96945110	1
ENSMUSG00000077485	Gm25275	8	66918650	66918778	-1
ENSMUSG00000054452	Aes	10	81559494	81566362	1
ENSMUSG00000006378	Gcat	15	79030874	79043558	1
ENSMUSG00000088498	Gm24402	1	151260824	151260914	-1
ENSMUSG00000065698	Gm25409	7	99653688	99653818	-1
ENSMUSG00000047497	Adamts12	15	11064790	11346867	1
ENSMUSG00000087793	Gm25967	16	35722087	35722233	-1
ENSMUSG00000093495	Gm23368	7	30100840	30100935	-1
ENSMUSG00000094979	Gm25253	1	10555554	10555660	-1
ENSMUSG00000065418	Mir322	X	53054255	53054349	-1
ENSMUSG00000084575	Gm23656	X	105873824	105873935	1
ENSMUSG00000089177	Gm22435	X	68684148	68684275	-1
ENSMUSG00000095091	Gm23660	7	59387953	59388031	-1
ENSMUSG00000099264	Mir6411	10	104287269	104287376	1
ENSMUSG00000045019	Acer1	17	56953490	56982126	-1
ENSMUSG00000106179	AL603834.1	11	75318488	75318608	-1
ENSMUSG00000096231	Gm22584	7	59713534	59713625	-1
ENSMUSG00000099092	Mir7062	7	139986809	139986874	-1
ENSMUSG00000092802	Gm26460	19	6563780	6563905	1
ENSMUSG00000089513	Gm24875	2	25031350	25031453	-1
ENSMUSG00000016541	Atxn10	15	85336381	85463836	1
ENSMUSG00000088348	Gm23865	2	29931427	29931523	-1
ENSMUSG00000075517	Cyp2d37-ps	15	82689134	82690499	-1
ENSMUSG00000064476	Gm23405	4	150964735	150964894	1
ENSMUSG00000094895	Gm22286	9	47525616	47525722	-1
ENSMUSG00000084602	n-R5s34	16	37854782	37854897	1
ENSMUSG00000096291	Gm23933	7	59389820	59389898	-1
ENSMUSG00000088639	Mir1955	2	92191977	92192074	1
ENSMUSG00000091096	Gm17304	5	106609098	106609201	1
ENSMUSG00000106580	Mir7231	6	122831377	122831437	1
ENSMUSG00000022488	Nckap1l	15	103453825	103498800	1
ENSMUSG00000096758	Gm25466	14	11335873	11336004	1
ENSMUSG00000098522	Mir6412	10	122648339	122648435	1
ENSMUSG00000104755	Mir677	10	128085286	128085363	1
ENSMUSG00000036368	Rmdn2	17	79614900	79682152	1
ENSMUSG00000022002	Erich6b	14	75642259	75667137	1
ENSMUSG00000088816	Gm22387	11	86997133	86997263	-1
ENSMUSG00000089410	Gm22014	18	84737102	84737391	-1
ENSMUSG00000078655	Gm10972	3	94643112	94643600	1
ENSMUSG00000064437	Snord49b	11	62603079	62603150	1
ENSMUSG00000036061	Smug1	15	103153307	103158002	-1
ENSMUSG00000092934	Gm22903	3	122232535	122232636	-1
ENSMUSG00000089498	Gm26359	10	67235861	67235961	-1
ENSMUSG00000093298	Mir3473b	10	41670739	41670793	1
ENSMUSG00000088603	Gm24192	11	39830656	39830800	1
ENSMUSG00000098247	Mir7220	18	60953873	60953932	1
ENSMUSG00000076377	Gm22370	10	28214039	28214121	-1
ENSMUSG00000064880	Gm24201	16	23110383	23110507	1
ENSMUSG00000098338	Mir6941	12	112920483	112920541	-1
ENSMUSG00000031233	Pgk2	17	40207018	40208609	-1
ENSMUSG00000020561	Twistnb	12	33429624	33439380	1
ENSMUSG00000029490	Mfsd7a	5	108441054	108448891	-1
ENSMUSG00000096455	Gm23311	11	71288425	71288558	-1
ENSMUSG00000077744	Gm26343	3	86275232	86275362	-1
ENSMUSG00000096607	7530416G11Rik	15	85492736	85503227	-1
ENSMUSG00000087960	Gm25392	18	19707093	19707389	1
ENSMUSG00000035566	Pcdh17	14	84443563	84537060	1
ENSMUSG00000084745	Gm25290	5	92193322	92193465	1
ENSMUSG00000104890	Mir3084-1	19	24942235	24942303	-1
ENSMUSG00000071650	Ganab	19	8898090	8916663	1
ENSMUSG00000089359	Gm25490	11	15452422	15452551	1
ENSMUSG00000072673	Gm10392	11	77516660	77519198	-1
ENSMUSG00000095020	Gm24020	13	62624194	62624301	1
ENSMUSG00000005054	Cstb	10	78425670	78427619	1
ENSMUSG00000088482	Gm23641	5	150551707	150551807	-1
ENSMUSG00000064706	Gm22508	18	69777936	69778045	-1
ENSMUSG00000096408	Gm8723	10	100376462	100377335	-1
ENSMUSG00000045257	Morn2	17	80290212	80297473	1
ENSMUSG00000093097	Mir3097	5	35021049	35021115	1
ENSMUSG00000106046	Gm44462	7	112713951	112714079	1
ENSMUSG00000098944	Mir8120	3	65659288	65659426	1
ENSMUSG00000088786	Gm25372	15	36028898	36029152	1
ENSMUSG00000088387	Gm24691	6	26460291	26460430	-1
ENSMUSG00000005148	Klf5	14	99298691	99313405	1
ENSMUSG00000042364	Snx18	13	113592180	113618564	-1
ENSMUSG00000075906	Gm23942	7	5277344	5277450	-1
ENSMUSG00000005656	Snx6	12	54746349	54795703	-1
ENSMUSG00000024242	Map4k3	17	80580512	80728093	-1
ENSMUSG00000021115	Vrk1	12	106010263	106077410	1
ENSMUSG00000077348	Gm24665	2	130086041	130086169	1
ENSMUSG00000095282	Gm22548	1	67616975	67617052	1
ENSMUSG00000089385	Gm24681	16	68452859	68452965	-1
ENSMUSG00000024487	Yipf5	18	40204865	40219399	-1
ENSMUSG00000095102	n-R5s167	6	132591058	132591178	1
ENSMUSG00000065072	Gm24533	6	73141485	73141680	-1
ENSMUSG00000089442	Gm22529	6	25199929	25200051	-1
ENSMUSG00000091396	Spanxn4	12	62687822	62688244	1
ENSMUSG00000095884	Gm26431	2	10487507	10487633	1
ENSMUSG00000084734	Gm25804	13	13329484	13329671	1
ENSMUSG00000094812	Gm22614	3	96488729	96488893	1
ENSMUSG00000020990	Cdkl1	12	69746848	69790707	-1
ENSMUSG00000041765	Ubac2	14	121878606	122021034	1
ENSMUSG00000096953	Gm26571	12	83950690	83951355	-1
ENSMUSG00000064822	Gm24292	18	7835177	7835283	1
ENSMUSG00000070136	Mir496a	12	109739119	109739197	1
ENSMUSG00000089235	Gm23119	18	74778561	74778700	-1
ENSMUSG00000087712	Gm25828	X	101912630	101912724	-1
ENSMUSG00000087794	Gm25966	2	61798180	61798296	1
ENSMUSG00000095266	Gm5225	17	24023859	24024182	1
ENSMUSG00000077796	Gm25562	9	52291199	52291331	1
ENSMUSG00000098435	Gm27492	6	52246399	52246585	1
ENSMUSG00000071867	Gm6304	18	15011246	15011692	1
ENSMUSG00000022615	Tymp	15	89371931	89377039	-1
ENSMUSG00000094780	Gm24659	7	89291190	89291299	-1
ENSMUSG00000088279	Gm23120	11	107827374	107827660	1
ENSMUSG00000045104	Gm5514	19	21938079	21938384	1
ENSMUSG00000096390	Gm23687	7	59439891	59439969	-1
ENSMUSG00000025396	Hsd17b6	10	127990941	128000678	-1
ENSMUSG00000098595	Gm27957	15	62175422	62175548	1
ENSMUSG00000096808	AC132444.6	GL456221.1	151235	152734	1
ENSMUSG00000088337	Gm22845	12	9865347	9865450	-1
ENSMUSG00000033618	Map3k13	16	21891969	21931877	1
ENSMUSG00000001229	Dpp9	17	56186682	56218889	-1
ENSMUSG00000096913	Gm24866	7	59393561	59393639	-1
ENSMUSG00000088924	Gm24298	10	120605537	120605596	1
ENSMUSG00000095817	Gm3238	10	77770633	77771325	-1
ENSMUSG00000092752	Mir3473a	X	162874918	162874995	-1
ENSMUSG00000064717	Gm24208	12	13163629	13163763	-1
ENSMUSG00000077081	Gm23701	14	25827996	25828105	-1
ENSMUSG00000040441	Slc26a10	10	127172426	127180645	-1
ENSMUSG00000015143	Actn1	12	80167542	80260371	-1
ENSMUSG00000103862	Gm10764	10	87290733	87291110	1
ENSMUSG00000089322	Gm25977	4	21328520	21328604	1
ENSMUSG00000024068	Spast	17	74338987	74391113	1
ENSMUSG00000051067	Lingo3	10	80832807	80844039	-1
ENSMUSG00000088354	Gm27592	7	24336340	24336465	-1
ENSMUSG00000089018	Gm25521	5	93013032	93013139	-1
ENSMUSG00000097221	1810049J17Rik	15	12321438	12321899	-1
ENSMUSG00000084601	Gm23111	17	33959663	33959767	1
ENSMUSG00000096208	Gm22070	10	114991541	114991647	1
ENSMUSG00000001227	Sema6b	17	56123085	56140343	-1
ENSMUSG00000093996	Fam205a3	4	42318334	42323929	1
ENSMUSG00000098700	Gm27525	15	22274070	22274176	1
ENSMUSG00000089363	Gm23821	1	186123201	186123306	1
ENSMUSG00000098563	Mir6402	4	91373284	91373363	-1
ENSMUSG00000105200	Mir378a	18	61397835	61397900	-1
ENSMUSG00000089179	Gm22428	8	91061265	91061396	-1
ENSMUSG00000059606	Rnase2b	14	51162260	51163018	1
ENSMUSG00000098628	Gm27976	12	103128189	103128350	1
ENSMUSG00000077962	Mir874	13	58023125	58023200	-1
ENSMUSG00000025422	Agap2	10	127078907	127093169	1
ENSMUSG00000076128	Mir686	14	54616677	54616785	-1
ENSMUSG00000089158	Gm23583	1	192998286	192998574	-1
ENSMUSG00000095596	Gm24303	6	29150554	29150679	-1
ENSMUSG00000095323	Mir3470a	6	83090311	83090387	-1
ENSMUSG00000035278	Plekhj1	10	80796100	80798626	-1
ENSMUSG00000096186	Gm23306	16	36285433	36285537	-1
ENSMUSG00000002668	Dennd1c	17	57066056	57078510	-1
ENSMUSG00000021056	Tex21	12	76198692	76246746	-1
ENSMUSG00000070108	Mir500	X	7237683	7237774	-1
ENSMUSG00000021102	Glrx5	12	105032689	105040910	1
ENSMUSG00000093830	Gm23145	7	59424924	59425002	-1
ENSMUSG00000088132	Gm22586	8	64161405	64161526	1
ENSMUSG00000034574	Daam1	12	71831078	71992367	1
ENSMUSG00000092913	Gm24085	17	12865125	12865240	-1
ENSMUSG00000076122	Mir503	X	53053984	53054054	-1
ENSMUSG00000038774	Ascc3	10	50592669	50851202	1
ENSMUSG00000071645	Tut1	19	8953850	8966207	1
ENSMUSG00000035370	Adat3	10	80602880	80615783	1
ENSMUSG00000035262	Amh	10	80805248	80807648	1
ENSMUSG00000093944	Gm22833	6	123424556	123424687	-1
ENSMUSG00000087802	Gm25979	10	11330489	11330626	-1
ENSMUSG00000070182	Gm24817	1	172843534	172843638	-1
ENSMUSG00000024650	Slc22a6	19	8617996	8628299	1
ENSMUSG00000092896	Gm23811	9	4455940	4456023	-1
ENSMUSG00000025383	Il23a	10	128296140	128298084	-1
ENSMUSG00000088675	Rprl1	6	69326844	69327170	-1
ENSMUSG00000024963	Dnajc4	19	6987911	6992503	-1
ENSMUSG00000048077	H1fnt	15	98255982	98257307	-1
ENSMUSG00000065078	Gm24536	6	29963555	29963661	1
ENSMUSG00000064232	Gm5414	15	101624028	101628188	-1
ENSMUSG00000089371	Mir1938	12	40222712	40222811	-1
ENSMUSG00000021097	Clmn	12	104763114	104865076	-1
ENSMUSG00000096876	Gm23936	4	120837488	120837597	1
ENSMUSG00000057863	Rpl36	17	56613395	56614243	1
ENSMUSG00000037477	Tbx10	19	3992752	3999511	1
ENSMUSG00000034445	Cyb561a3	19	10577454	10588548	1
ENSMUSG00000089281	Scarna6	1	87784556	87784820	1
ENSMUSG00000004791	Pgf	12	85166639	85177296	-1
ENSMUSG00000065187	Gm25136	6	135584192	135584306	1
ENSMUSG00000071649	B3gat3	19	8920374	8927234	1
ENSMUSG00000060647	Gm7099	12	9429546	9430099	1
ENSMUSG00000094486	Gm23268	5	135837295	135837372	-1
ENSMUSG00000092761	Mir5120	4	44607491	44607568	-1
ENSMUSG00000093981	Gm24862	7	59391690	59391768	-1
ENSMUSG00000098249	Gm27330	1	50222389	50222520	-1
ENSMUSG00000077750	Gm23529	12	33452712	33452843	-1
ENSMUSG00000023031	Cela1	15	100674425	100687920	-1
ENSMUSG00000058354	Krt6a	15	101689932	101694307	-1
ENSMUSG00000095728	AC125178.3	JH584298.1	168268	170838	-1
ENSMUSG00000093793	Gm24091	4	130766331	130766413	1
ENSMUSG00000011179	Odc1	12	17544873	17551502	1
ENSMUSG00000024669	Cd5	19	10718143	10738974	-1
ENSMUSG00000084425	Gm25104	17	37267076	37267238	-1
ENSMUSG00000034371	Tkfc	19	10592200	10604258	-1
ENSMUSG00000021431	Snrnp48	13	38204939	38227663	1
ENSMUSG00000089128	Gm26406	X	132507131	132507254	1
ENSMUSG00000064768	Snord60	17	24528476	24528553	1
ENSMUSG00000002799	Jag2	12	112908590	112929495	-1
ENSMUSG00000024824	Rad9a	19	4195198	4201603	-1
ENSMUSG00000065715	Snord7	11	83294304	83294400	1
ENSMUSG00000033834	Tpbpa	13	60938692	60941935	-1
ENSMUSG00000045440	Insm2	12	55598917	55602018	1
ENSMUSG00000065675	Gm24260	3	139417757	139417863	-1
ENSMUSG00000087786	Gm23173	5	100517284	100517443	-1
ENSMUSG00000046747	Gm9812	12	55820611	55821580	1
ENSMUSG00000077155	Gm24582	11	57741300	57741402	1
ENSMUSG00000098320	Vis1	2	45280724	45280924	1
ENSMUSG00000096559	Gm23567	9	72969602	72969708	1
ENSMUSG00000021096	Ppm1a	12	72761211	72794940	1
ENSMUSG00000092693	Gm22923	16	75764322	75764431	1
ENSMUSG00000048376	F2r	13	95601804	95618459	-1
ENSMUSG00000019893	Ros1	10	52045926	52195244	-1
ENSMUSG00000000701	Tcl1b5	12	105176358	105181143	1
ENSMUSG00000021396	Nxnl2	13	51171025	51175187	1
ENSMUSG00000021366	Hivep1	13	42052021	42185026	1
ENSMUSG00000064527	Gm26438	18	73611516	73611622	1
ENSMUSG00000095010	Gm23490	7	61706591	61706670	-1
ENSMUSG00000024067	Dpy30	17	74299474	74323944	-1
ENSMUSG00000089431	Gm23196	3	132939870	132939976	1
ENSMUSG00000065732	Gm24492	17	84287641	84287747	-1
ENSMUSG00000074849	Spata31d1c	13	65033058	65038004	1
ENSMUSG00000098736	Gm27838	X	68678485	68678612	1
ENSMUSG00000046388	Gm9806	19	16780547	16781103	1
ENSMUSG00000054021	Sirt5	13	43370710	43395202	1
ENSMUSG00000065415	Mir217	11	28763728	28763835	1
ENSMUSG00000021271	Zfp839	12	110850279	110869998	1
ENSMUSG00000088286	Gm23590	15	102373880	102373983	1
ENSMUSG00000042724	Map3k9	12	81714950	81781170	-1
ENSMUSG00000072949	Acot1	12	84009502	84017670	1
ENSMUSG00000096848	Gm23379	3	157398262	157398368	-1
ENSMUSG00000076120	Mir551b	3	29416823	29416920	1
ENSMUSG00000093791	Gm24092	1	189393350	189393470	1
ENSMUSG00000077236	Gm22439	2	104578945	104579076	1
ENSMUSG00000024072	Yipf4	17	74489493	74500277	1
ENSMUSG00000034820	Cpsf7	19	10525244	10547735	1
ENSMUSG00000092914	Gm24084	10	52032251	52032387	1
ENSMUSG00000089622	Gm25447	17	31059604	31059731	1
ENSMUSG00000059114	Lrrc74a	12	86734383	86763795	1
ENSMUSG00000065495	Mir150	7	45121757	45121821	1
ENSMUSG00000105756	Gm44467	11	72953107	72953196	1
ENSMUSG00000021322	Aoah	13	20794119	21024252	1
ENSMUSG00000087997	Gm25056	3	151926348	151926409	-1
ENSMUSG00000024812	Tjp2	19	24094523	24225026	-1
ENSMUSG00000038175	Mylip	13	45389742	45412019	1
ENSMUSG00000066378	Gm10160	7	81855533	81855794	-1
ENSMUSG00000078427	Sarnp	10	128821771	128877638	1
ENSMUSG00000095161	Gm4305	10	100351111	100351980	1
ENSMUSG00000021636	Marveld2	13	100595957	100616971	-1
ENSMUSG00000020628	Trappc12	12	28690629	28750453	-1
ENSMUSG00000021676	Iqgap2	13	95627177	95891922	-1
ENSMUSG00000021500	Ddx46	13	55635027	55681256	1
ENSMUSG00000095092	AC125149.5	GL456210.1	108390	110303	-1
ENSMUSG00000021127	Zfp36l1	12	80107760	80113013	-1
ENSMUSG00000056214	Pard6g	18	80046895	80119640	1
ENSMUSG00000074913	Gm815	19	26885925	26888639	1
ENSMUSG00000024855	Pacs1	19	5133688	5273119	-1
ENSMUSG00000094799	AC125149.4	GL456210.1	147792	149707	1
ENSMUSG00000021192	Golga5	12	102469134	102497902	1
ENSMUSG00000047631	Apof	10	128267997	128270151	1
ENSMUSG00000021478	Drd1	13	54051186	54055658	-1
ENSMUSG00000025220	Mgea5	19	45750261	45783520	-1
ENSMUSG00000044515	Gm8385	12	84087015	84087625	-1
ENSMUSG00000096578	Gm9529	19	60966672	60967254	-1
ENSMUSG00000021539	Lect2	13	56542460	56548538	-1
ENSMUSG00000058953	Gm4822	14	112481367	112481846	1
ENSMUSG00000057685	Gm8526	13	88478586	88479056	1
ENSMUSG00000043319	Cox8c	12	102899306	102900534	1
ENSMUSG00000035342	Lzts2	19	45015176	45027104	1
ENSMUSG00000071647	Eml3	19	8929694	8941563	1
ENSMUSG00000095593	Gm7138	10	77776252	77776944	-1
ENSMUSG00000064030	Pym1	10	128747879	128766568	1
ENSMUSG00000045506	A930002H24Rik	17	63863300	63863791	-1
ENSMUSG00000074885	Gm10782	13	56362901	56365769	1
ENSMUSG00000091311	Spata31d1b	13	59712284	59719289	1
ENSMUSG00000064208	Gm10145	10	27936364	27936828	1
ENSMUSG00000087720	Gm26279	3	94920322	94920423	-1
ENSMUSG00000084684	Gm22026	3	14029482	14029762	-1
ENSMUSG00000025035	Arl3	19	46531109	46573085	-1
ENSMUSG00000092008	Cyp2c69	19	39842660	39886769	-1
ENSMUSG00000064901	Snora21	11	97781639	97781775	-1
ENSMUSG00000007338	Mrpl49	19	6053630	6057751	-1
ENSMUSG00000022211	Carmil3	14	55491093	55508246	1
ENSMUSG00000041236	Vps41	13	18717292	18866809	1
ENSMUSG00000089548	Gm25830	8	48958350	48958481	-1
ENSMUSG00000024131	Slc3a1	17	85028347	85064243	1
ENSMUSG00000104740	Mir6516	11	117077348	117077457	1
ENSMUSG00000039330	Tsga10ip	19	5390049	5394401	-1
ENSMUSG00000065050	Gm25704	2	133008487	133008654	1
ENSMUSG00000021456	Fbp2	13	62836884	62858400	-1
ENSMUSG00000064574	Gm25797	X	109023356	109023462	-1
ENSMUSG00000055271	9330161L09Rik	12	103406822	103407820	-1
ENSMUSG00000094123	Gm23945	X	71531285	71531376	-1
ENSMUSG00000088055	Gm26148	4	15911567	15911634	-1
ENSMUSG00000055480	Zfp458	13	67254918	67269068	-1
ENSMUSG00000051255	Gm6563	19	23675844	23676712	1
ENSMUSG00000098937	Mir7241	9	67727717	67727780	-1
ENSMUSG00000056629	Fkbp2	19	6977741	6980461	-1
ENSMUSG00000064697	Gm24147	X	37667233	37667376	-1
ENSMUSG00000048924	Ccdc125	13	100669481	100697240	1
ENSMUSG00000098448	Mir6362	16	22605326	22605432	1
ENSMUSG00000097854	Gm26602	10	79910856	79911140	1
ENSMUSG00000057069	Ero1lb	13	12565883	12609526	1
ENSMUSG00000093992	Gm26427	8	7428222	7428328	-1
ENSMUSG00000094709	Gm24488	2	10494882	10495008	1
ENSMUSG00000094033	Gm24655	10	23166865	23166971	-1
ENSMUSG00000097602	4930519P11Rik	2	154612937	154613437	-1
ENSMUSG00000021590	Spata9	13	75967739	75998968	1
ENSMUSG00000094361	Gm21657	X	32894625	32896121	1
ENSMUSG00000093480	Mir5624	13	93790777	93790837	1
ENSMUSG00000072898	Gm10434	11	59208246	59208720	-1
ENSMUSG00000021413	Prpf4b	13	34875494	34902877	1
ENSMUSG00000065445	Mir143	18	61649196	61649258	-1
ENSMUSG00000089003	Gm23854	10	64304637	64304744	-1
ENSMUSG00000047832	Cdca4	12	112820237	112829389	-1
ENSMUSG00000089545	Gm25838	19	38885242	38885361	1
ENSMUSG00000094008	Gm24168	10	30942379	30942485	-1
ENSMUSG00000094147	Gm21616	X	125435542	125436039	1
ENSMUSG00000077522	Gm25377	5	39520976	39521104	-1
ENSMUSG00000098816	Gm27786	7	142577849	142577918	1
ENSMUSG00000093185	Gm25692	4	45396994	45397118	-1
ENSMUSG00000080425	Gm24833	15	37603415	37603534	-1
ENSMUSG00000078091	Gm10912	2	104065826	104067486	1
ENSMUSG00000077431	Gm22591	6	113060698	113060803	1
ENSMUSG00000098568	Mir6987	19	5679004	5679076	-1
ENSMUSG00000021414	Fam217a	13	34909964	34919992	-1
ENSMUSG00000021720	Rnf180	13	105149352	105271039	-1
ENSMUSG00000065613	Mir92-2	X	52741838	52741928	-1
ENSMUSG00000098263	Mir6938	12	85245923	85245985	-1
ENSMUSG00000084625	Gm25544	2	22902388	22902507	1
ENSMUSG00000096529	Gm3993	12	20071882	20072217	1
ENSMUSG00000074746	Pdzd8	19	59296084	59345780	-1
ENSMUSG00000065047	Gm24045	4	114987964	114988061	1
ENSMUSG00000089105	Gm23115	17	71506436	71506543	-1
ENSMUSG00000041712	Ubr7	12	102757975	102777701	1
ENSMUSG00000077224	Gm23437	14	106766030	106766156	1
ENSMUSG00000088368	Gm26323	2	23823053	23823227	1
ENSMUSG00000064543	Gm22979	15	36169796	36169954	1
ENSMUSG00000092157	Gm17268	11	82028224	82038562	-1
ENSMUSG00000096835	Gm23288	2	10490167	10490287	1
ENSMUSG00000105381	Mir7234	7	73819590	73819641	1
ENSMUSG00000088487	Gm26045	14	32023344	32023440	1
ENSMUSG00000065028	Gm25200	8	118120954	118121083	1
ENSMUSG00000024805	Pcgf5	19	36379067	36456192	1
ENSMUSG00000094702	Gm24485	10	129733232	129733298	1
ENSMUSG00000099238	Mir7001	2	93421929	93422007	-1
ENSMUSG00000096519	Gm10721	9	3013140	3014344	1
ENSMUSG00000094527	Gm22910	6	53872017	53872148	-1
ENSMUSG00000106670	Gm44347	8	14350178	14350285	1
ENSMUSG00000078912	Gm11011	2	169582845	169587745	-1
ENSMUSG00000092790	Gm22693	1	49095444	49095885	1
ENSMUSG00000078061	Gm22824	2	28608195	28608286	1
ENSMUSG00000064515	n-R5s162	6	60250792	60250910	1
ENSMUSG00000096704	Gm24805	19	47714784	47714887	-1
ENSMUSG00000094440	Gm25453	18	86349586	86349692	1
ENSMUSG00000095891	Gm10717	9	3025417	3033289	1
ENSMUSG00000066389	Rpl31-ps1	12	91890896	91891273	-1
ENSMUSG00000093958	Gm24495	7	59507198	59507276	-1
ENSMUSG00000065173	Gm22127	11	36722882	36722987	1
ENSMUSG00000064791	Snord14e	9	40804748	40804837	1
ENSMUSG00000050503	Fbxl22	9	66508459	66514593	-1
ENSMUSG00000058799	Nap1l1	10	111473192	111498142	1
ENSMUSG00000098691	Gm27317	6	85743515	85743609	-1
ENSMUSG00000084423	Gm25109	13	94517162	94517275	1
ENSMUSG00000087858	Gm22795	3	10975469	10975586	-1
ENSMUSG00000034391	Fbxo15	18	84935158	84981376	1
ENSMUSG00000042857	Gm9776	13	94355839	94358818	-1
ENSMUSG00000077628	Gm23768	X	132553714	132553844	-1
ENSMUSG00000021276	Cinp	12	110872610	110889145	-1
ENSMUSG00000096567	Gm24098	15	38238572	38238680	1
ENSMUSG00000088477	Gm23082	X	7547348	7547480	-1
ENSMUSG00000096803	Gm6803	12	88018337	88018771	-1
ENSMUSG00000095791	Gm26295	16	30814162	30814268	1
ENSMUSG00000095045	Gm22851	7	59774190	59774283	-1
ENSMUSG00000080401	Gm23653	9	48506964	48507060	-1
ENSMUSG00000095029	Gm21370	13	120026439	120027011	-1
ENSMUSG00000021701	Plk2	13	110395044	110400844	1
ENSMUSG00000065474	Mir141	6	124717914	124717985	-1
ENSMUSG00000099218	Mir5124b	14	11282477	11282561	1
ENSMUSG00000087958	Gm22563	4	51540747	51541015	1
ENSMUSG00000061669	Rpl34-ps2	13	116153781	116154134	1
ENSMUSG00000089619	Gm23777	10	124455059	124455317	1
ENSMUSG00000090286	Gm17615	14	124005355	124007629	1
ENSMUSG00000088126	Gm22870	18	30476407	30476518	1
ENSMUSG00000093964	Gm26179	6	74340950	74341081	1
ENSMUSG00000064949	Snora61	4	132310240	132310369	1
ENSMUSG00000058816	Ppp1r2-ps3	19	30538928	30539554	-1
ENSMUSG00000044026	Slc35g1	19	38395980	38405607	1
ENSMUSG00000089280	Gm26025	11	57969342	57969612	1
ENSMUSG00000098414	Mir6909	10	79531029	79531090	-1
ENSMUSG00000072714	Rpl21-ps4	14	11227552	11227992	1
ENSMUSG00000092093	Gm17528	13	28827123	28827362	1
ENSMUSG00000096462	Gm22812	7	59806995	59807088	-1
ENSMUSG00000080374	Gm22953	2	121450670	121450770	-1
ENSMUSG00000080556	Mir467g	5	34732853	34732972	-1
ENSMUSG00000099172	Mir3620	X	150547385	150547445	-1
ENSMUSG00000076033	Mir692-3	13	74407065	74407173	1
ENSMUSG00000094030	Gm21833	16	82828382	82829881	1
ENSMUSG00000091619	Gm3625	12	4592826	4592927	-1
ENSMUSG00000077716	Gm25725	7	141386495	141386624	-1
ENSMUSG00000089310	Gm23181	1	95039934	95040043	-1
ENSMUSG00000096845	Gm25597	7	59794360	59794453	-1
ENSMUSG00000080686	Gm24806	2	10517337	10517426	1
ENSMUSG00000038246	Fam50b	13	34734850	34747613	1
ENSMUSG00000098498	Mir8099-2	3	95139060	95139186	-1
ENSMUSG00000098589	Gm27353	9	73005201	73005322	1
ENSMUSG00000077998	Mir466f-2	2	10468675	10468768	1
ENSMUSG00000073752	Gm10570	4	130308162	130308674	-1
ENSMUSG00000071711	Mpst	15	78406712	78414002	1
ENSMUSG00000096298	Gm23931	19	13604999	13605107	-1
ENSMUSG00000077001	Mir544	12	109729325	109729402	1
ENSMUSG00000105932	Mir6925	11	70705990	70706059	1
ENSMUSG00000098296	Mir6918	11	4891345	4891402	1
ENSMUSG00000098533	Mir6373	6	102794384	102794485	1
ENSMUSG00000094599	Snord116l3	7	59892111	59892204	-1
ENSMUSG00000065934	Gm25630	9	35474885	35475046	1
ENSMUSG00000089052	Gm23351	13	31427255	31427379	1
ENSMUSG00000075053	Vdac3-ps1	13	18030324	18031629	-1
ENSMUSG00000065416	Mir19a	14	115044000	115044081	1
ENSMUSG00000075015	Gm10801	2	98662237	98664083	1
ENSMUSG00000062382	Ftl1-ps1	13	74406396	74407317	1
ENSMUSG00000070063	Snora33	10	23785347	23785475	-1
ENSMUSG00000084487	Gm23787	12	109684962	109685034	1
ENSMUSG00000098676	Mir6359	18	88972030	88972110	1
ENSMUSG00000098881	Mir6927	11	97677060	97677130	1
ENSMUSG00000065226	Gm25791	9	15314845	15314981	1
ENSMUSG00000042029	Ncapg2	12	116405402	116463531	1
ENSMUSG00000095857	Gm22618	5	50290380	50290486	-1
ENSMUSG00000065372	Gm22741	16	20745308	20745472	1
ENSMUSG00000099163	Mir7660	6	115775657	115775719	1
ENSMUSG00000077283	n-R5s158	7	128774846	128774963	-1
ENSMUSG00000094989	Rpl9-ps4	13	72454762	72455340	-1
ENSMUSG00000074210	E130208F15Rik	7	30321740	30323472	1
ENSMUSG00000088448	Gm23558	12	97371034	97371113	-1
ENSMUSG00000098807	Mir300	12	109724313	109724391	1
ENSMUSG00000088211	Gm22083	X	8083992	8084093	1
ENSMUSG00000065864	Gm24031	14	26497655	26497785	1
ENSMUSG00000006435	Neurl1a	19	47178820	47259440	1
ENSMUSG00000084612	n-R5s6	X	49879307	49879394	1
ENSMUSG00000064526	Gm26439	11	86437310	86437415	-1
ENSMUSG00000021680	Crhbp	13	95431371	95444831	-1
ENSMUSG00000091193	Gm17333	16	77846693	77853020	1
ENSMUSG00000064796	Terc	3	96414437	96414859	-1
ENSMUSG00000087836	Gm23956	15	30590287	30590405	1
ENSMUSG00000090765	Ighv1-13	12	114630680	114630973	1
ENSMUSG00000076959	Mir669l	2	10468971	10469068	1
